,text,label,explanation
1905,"The doctors do the test, whatever came in the test, nothing came in the liver test.",0,i
1906,"I was tired, used to work, eating breakfast, staying in the kitchen all day, getting tired, falling asleep, then I started a boutique, didn't I have a teaching job, I've done everything, I'm empty now.",0,i
1907,"No, he does his own gym, no one is a bed hobbyist.",0,i
1908,"Yes yes, they do not have bed hobbies, the elder one is doing BCA with correspondence, the younger one is still vacant after 12th.",0,i
1909,"They don't, they say, they say that our mother should be happy.",2,w/f
1910,"The problem is that I said no, the doctor is not wishing to live for me, my desire to live is dead.",1,"The person is showing clear signs of depression, such as suicidal thoughts"
1911,"No, when this, then I have to go to Suicide.",1,"The person is showing clear signs of depression, such as suicidal thoughts"
1912,"When I'm fine, then when I'm fine.",0,i
1913,"Yes, then I become normal, like I talk a lot.",0,i
1914,The difference of 3 years is 18 years.,0,i
1915,"Then when I am fine, when I am fine, then children understand when they fight, then they say that no mother, you stay with us, leave them, but what is it, then when money starts coming, because children have to Money is needed, son is not, father, give us a bike, but father is good with him, why terms, because children want both, they need a mother to cook food for the whole day, go to the gym the whole day like her To do that, but children tell me that no, mother, you are wasting money, you yourself in depression, you have no depression, you children cannot understand these things, they know that I.",2,w/f
1916,"No, he takes my side only, now I am speaking, his name is Sonu, he loves me a lot, he cares for me a lot, everyone does, I am speaking, the problem is from my side that I am not I am able to",2,w/f
1917,"Yes, I don't have confidence that I mean no, I feel the same way that I should spend my life alone.",1,"The person is showing clear signs of depression, such as isolation"
1918,not the same no fight no quarrel,0,i
1919,"No, we don't have it, it is like that.",0,i
1920,"No, I don't know, by the way, there is no problem in our house.",0,i
1921,Well it's not a problem.,0,i
1922,"Yes, I was fine before.",0,i
1923,"I don't like anyone's words, no one says anything to me, even if someone jokes and does a little too much in jokes, even then I get angry, I can't hear bad about myself.",1,"The person is showing clear signs of depression, such as anger issues"
1924,"Bhai is jealous of me, this kind of dreams come sir.",2,w/f
1925,"That he is not happy to see me, gets jealous of me, and gets angry towards him.",2,w/f
1926,Those who do not kill are not sirs.,0,i
1927,"But it is like small things, friend, as if I have done something, I have made some minor mistake, it seems that he should come to know, many he does not know, many of this has not happened, He did not know this, many times it is not about me, it happens like this many times nervous.",2,w/f
1928,The one who kills is not sir.,0,i
1929,"No, I feel so much weakness in my body, I don't feel like working.",1,"The person is showing clear signs of depression, such as laziness"
1930,"Sir, I don't think so much about the future, I just keep dreaming about the air.",0,i
1931,"Yes, but he lives with us.",0,i
1932,"Sometimes they go there also, they have two sons, son is also married, daughter is also married, here all three of us brothers and sisters are also married, we are three brothers and sisters.",0,i
1933,"Yes, so what did I think I told you in the beginning like I told them my in Delhi, actually we did without novelli",0,i
1934,"There were my in-laws in the in-laws' house, then my husband's maternal grandfather also lived with us.",0,i
1935,"Yes it was right, I thought like Ek Hota Hai Naa Hero Hai S Aa Hero, and Nahi Achhe Hai I didn't know that like",0,i
1936,Yes it was going well for 9-10 years,0,i
1937,"The house has been changed, the map has been changed.",0,i
1938,"After demolishing the house, the map has been changed from the front.",0,i
1939,i don't like that,0,i
1940,"The men who used to come and go from the front, no one is seen in the house before, it is seen from inside.",0,i
1941,"No, they don't ask anything, they do it of their own free will.",0,i
1942,Let me do it when someone is feeling like this.,0,i
1943,"Now that's done, I feel like it's not good, the first one was good",2,c
1944,"No, there is no mother-in-law, mother-in-law was there, it has been 2 years, she left.",0,i
1945,hanji is 6 years old,0,i
1946,"I did not think that after a while it took me 3-4 months, then I used to get along with everyone after that.",0,i
1947,"Yes, I am from Rajori Garden.",0,i
1948,I was in before. But .,0,i
1949,"My name is Neha, and I am doing B.Tech 3rd year from Mahipal University and I am at home from last seven months, not living in hostel.",0,i
1950,"I have a lot of anxiety on everything, if I want to take a decision, if I have to take anything, there is a change, there is a lot of anxiety in life and anytime in the day, like when I wake up in the morning, feeling the flame means I don't feel like getting up. There is a lot of flame feeling from the bed and I think about what to do next in life.",1,"The person is showing clear signs of depression, such as anxiety, laziness"
1951,"The problem means if you want to take a decision, then it happens that if you want to decide something different with friends or do something, then I get very anxious, that means someone talks about change, if change is coming in life. There is a lot of anxiety in it.",1,"The person is showing clear signs of depression, such as anxiety"
1952,No.,0,i
1953,"No, nothing ever happened to me.",0,i
1954,Yes I live at home.,0,i
1955,"There is no desire to do work-left, I used to do all the household work, I am not wanting to work now, I do not have the courage, I wish to work in a standing position, it does not happen.",0,i
1956,"my name is rakesh , and i village is radwanagar and bahadurgarh area and jhajjar district and belong from haryana , and i drive a school bus in sir .",0,i
1957,"There is a mother, I am a wife, I have three children, two boys are a girl, the rest are brothers, they live separately.",0,i
1958,"No sir, there is less expenditure in the village, the work of the people living in the village is going on sir, yes, some expenses are being incurred more than before, some money was kept earlier, they would have run the work.",0,i
1959,I was in before. But . But as soon as I came to know that then then.,0,i
1960,"No, every school was different. but what it is is the same",0,i
1961,Then it used to be the same as it used to be and so on.,0,i
1962,"No, I did not like that I was not allowed to be a little bit. I used to feel bad sometimes even someone used to speak",2,w/f
1963,There doesn't seem to be any hope.,1,"The person is showing clear signs of depression, such as hopelessness"
1964,"Yes, I have taken it wrong by marrying him. I shouldn't have married him.",2,w/f
1965,He was a short distance away in Gao.,0,i
1966,I have a boy I want my boy to stay with me.,0,i
1967,I want an empty boy from him.,0,i
1968,"Doesn't want to go to them. I go away thinking, but seeing their behavior, I do not have the courage.",2,w/f
1969,Ever feel like you have tried to end life?,1,"The person is showing clear signs of depression, such as suicidal thoughts"
1970,Haven't tried but feel like life should end,1,"The person is showing clear signs of depression, such as suicidal thoughts"
1971,That treatment has been 8-9 years.,0,i
1972,"No, there is no rest, there is no relief from anywhere, I have taken medicine from a lot of places but there is no relief, surgery - nothing has happened to me.",2,h
1973,"Yes, there is anxiety and restlessness.",1,"The person is showing clear signs of depression, such as anxiety and restlessness"
1974,"Nothing, no matter what, does nothing, no one even in the house.",0,i
1975,"There it is, only the disc, in the waist, in the feet, in the hands, is only of the disc.",0,i
1976,"No, now the headache is happening means I think more, I was not eating or drinking anything, so the head is heavy.",1,"The person is showing clear signs of depression, such as headaches and trouble with appetite"
1977,in,0,i
1978,After that again I also did 3-4 jobs in Delhi.,0,i
1979,"Because I did commerce, then a little shorthand typing in a little cash.",0,i
1980,Also did a job in Lajpat East of Kailash.,0,i
1981,"So I used to work comfortably in Delhi, but the same thing, I did not want to do much job because I thought that I would take care of the house after marriage and used to feel like I was not a super woman.",0,i
1982,"So a little bit, before I tell you that my father is this stepfather.",0,i
1983,"Yes yes, actually my mother got divorced, so she took all three of us children and brought us up, she used to do the job in Rapid.",0,i
1984,"There was a government job, semi government",0,i
1985,"So I didn't have lack of confidence, I had a lot of like confidence.",0,i
1986,"Yes, but he lives with us.",0,i
1987,I leave the medicine.,0,i
1988,"The doctor knows that he gives medicine for one month, he gives medicine for two months, I am fine only with this doctor and not by any doctor.",2,h
1989,"Yes, there is the problem, don't give up the medicine, if there is any problem, then tell the doctor - is it not? It means that you are fond of wearing clothes, you are not fond of makeup.",2,c
1990,"Means I live as if when I am right, as if I wear clothes and rags, I live like this, everyone says that when my mind is right, then I wear it like this or not.",0,i
1991,"Yes a little bit, it doesn't mean like every man is, they don't have that kind of feeling.",0,i
1992,Did they definitely start thinking about that idea?,0,i
1993,"I went to the tenth standard to study, but I do not know how to study English.",0,i
1994,"Yes, I do read Hindi.",0,i
1995,"They used to get it written in a predictable manner, so just like that, I don't know for sure.",0,i
1996,"Get it written with a guess, don't know anything for sure.",0,i
1997,And tell about the in-laws or about the house.,0,i
1998,My maternal uncle is here in Haryana.,0,i
1999,There is a village near him.,0,i
2000,We will be married for 36 years,0,i
2001,"Since January 31st, I am here.",0,i
2002,"There is a daughter at home, a son, married her and from 6 to 7 years there is another house living in it, a son means grandson.",0,i
2003,Will turn 12 on January 19.,0,i
2004,"Yes, daughter lives with me, daughter is studying.",0,i
2005,"He lives, lives with us, daughter-in-law.",0,
2006,"It depends if he is in a big group, then those thoughts come or not, if I am talking to someone then not so many come.",1,
2007,"Meaning, regarding the future, it seems that the job is related, there is related stress.",1,
2008,"Yes it means that it did not happen earlier, but after that a lot of friendship etc. has also meant that the meaning has deteriorated and it means a lot.",0,
2009,"Means sometimes it is not a matter of now, if I feel that I ever have to tell something to someone or it means one thing, if you are able to share ease about personal life, then it is not with me, it is not true about myself. Long Less the person in front is talking about himself, till then there is a very easy conversation, but I have to say something then, I can't even speak to him physically, something about my life.",0,
2010,I stop that means myself.,0,
2011,Everything is fine outside the house.,0,
2012,"No, tell me, there is nothing like that.",0,
2013,"If valid, it is supported.",0,
2014,"Doctor: Means freedom is there for you to come and go, you don't have dominating attitude of family, are you happy with family?",0,
2015,"No, as soon as I wake up in the morning, I enter my thoughts.",1,
2016,"Same thoughts, same dreams, Shaikh Chilli Wale Bhai, if I do this, I will get such a car, such dreams.",0,
2017,"Yes, I keep thinking like this all the time, sir.",2,
2018,"No, happy, now there is very little happiness, sir, happiness is not found, it is mostly desolate.",1,
2019,"Yes sir, it happens that you are not your bus, what has happened, it has happened that means like this",2,
2020,"The wife also says that it is not your bus, then why does she do it, even if there is a little tension between us too.",2,
2021,"Yes, when I tease her, she starts saying that it is not your bus, why are you teasing it, it is not worth it, you are not worth anyone, you settle on your own, I am left, nothing happens, this is it , like this.",2,
2022,"Sir, this degeneration has started happening from last 4-5 months, and there is no tension in the penis, and even if it comes, then there will not be any down in the mind, if it goes down, it will come to my mind like this No, it won't happen somewhere, even if I try, it doesn't happen, it doesn't happen again, sir ji, for this reason, I had heard somewhere, it's not a disease, it's just the mind of the mind. If it happens, then I have come for this reason also, why should I not fall into the wrong hands, then I should get the treatment done properly.",0,
2023,So someone told me to go to a psychiatrist.,0,
2024,"The financial crisis of sadness, and this disease, now this disease resides in the mind, the irritability has also become, and I feel more like depression.",1,
2025,"In depression, it doesn't always mean that anything is good, one gets angry quickly.",1,
2026,"I don't like anyone's words, no one says anything to me, so if someone jokes, take a little joke",1,
2027,"No, now the headache is happening, meaning I think more, I was not eating or drinking anything, so the head is getting heavy, there is pain in the head.",1,
2028,"The body is trembling, it always remains like a cuppas.",1,
2029,No my house is in the village,0,
2030,Joint family is alone.,0,
2031,"Mother-in-law was gone, it has been two years.",0,
2032,"Yes, husband, children, just joint family, is it its own family?",0,
2033,"My name is Ranveer Singh, my name is Ranveer Singh, I am from Hapur.",0,
2034,And I have three children and a wife.,0,
2035,"I work in family home, in Gurgaon, in private company, in export division, I have lost my physical ability which is powerful, I feel weak inside myself.",0,
2036,"In a way, I am nervous inside, I do not get happiness, if there is any sound, then my attention goes to that sound, I do not stay inside, I get very little sleep at night, I sleep inside the voice And I get up inside my voice in the morning, and there is no desire to do any work, and continue-continue my thinking goes on, keeps on moving, sometimes about someone, sometimes about someone I keep thinking about someone, about others.",1,
2037,"It is like this, Doctor sir, my nature is not a little different, I do not like to talk much from the beginning, my mother-in-law says that you are Kalkhol, you want to be alone, because my mother-in-law has a little different nature, I I want to work comfortably, I enjoy the work, so I feel that these people are neither mine nor theirs like the village people are, by doing this, these few things, not many things.",0,
2038,"Children are happy in their own world, they have mobiles, they have to play their games, they have to go to the gym.",0,
2039,"Yes, I cook and give him food, he goes to the gym.",0,
2040,Children think that I am playing.,0,
2041,"No no no, the husband understands that yes it has this problem, she is saying that if she is very good then she is very good and if she is bad then she is so bad.",2,
2042,"No you suggest me, what should I do?",0,
2043,"I am getting worried, like give me my medicine, I will be done, I will eat my children.",2,
2044,"It has been 20 years, it will be 20 years in December.",0,
2045,"No, never went.",0,
2046,"When I was a Tarehti, I used to come every day after drinking.",0,
2047,The child leans towards whomever he sees.,0,
2048,"Anger has increased, anger has increased. Feels lonely.",1,
2049,"Yes, this is a problem, then it happens automatically, then anything is broken in the mouth, it says anything anyway.",1,
2050,Because of that too he is a little bit.,0,
2051,"I keep thinking about her, she had a lot of faults behind her, about her, let's say something to me, she is a little angry, so if there are women, then she can say anything more, to her When I got angry, I became lonely, oh man, I made that mistake there, he did this to him, I forgave that too, he also forgave, I should tell his house, that brother I will tell his house, this suicide Will do it man, first she had gone, this is my second marriage, and even if I don't go, how many times like this.",2,
2052,"Left, she had expired sir.",0,
2053,"Yes, there are two boys sir.",0,
2054,"Yes, his sister is real.",0,
2055,"Earlier the head felt right, even now it means only a child more than myself, it does not even mean that much, even if someone says something to the child, I feel that it is wrong for me to say this to me. Now the interest is a bit less",0,
2056,Had to talk to him.,0,
2057,Had to talk to him.,0,
2058,"And I was married in Rohtak, husband works in Gurgaon.",0,
2059,he is software engineer,0,
2060,"Yes, there are two children, elder daughter, daughter is married, she is Gujarat, daughter and son are in Gurgaon, gym trainer, gives training in gym, I have been on medicines for 15 years.",0,
2061,"There is no such thing that husband is also good, no drink, smoking etc. Nothing is good, he does a good job, do not know how the mind becomes sad, did not like to be alone.",2,
2062,"Yes, it just happened, then more and more went on happening.",2,
2063,"Like before, Mummy Papa Ye Wei was 10 years old in his childhood when he had a heart attack, he died.",0,
2064,"Crying comes when there is more restlessness, not crying so much that when this disease happened in the beginning, when it used to come too much.",1,
2065,Just washed so many clothes.,0,
2066,"I do not feel like making a broom, asked, I do not have the power, how can I do it.",0,
2067,It feels good to lie on the bed with meditation.,0,
2068,"Just when I am fine, I mean my work.",0,
2069,I just feel like living my life alone.,0,
2070,"Not the same, no fight, no quarrel, no matter what, I do not like me.",1,
2071,"No one, I don't like anyone right now, I have hated myself too.",1,
2072,"When it started not with me, only then I came to know what life is.",1,
2073,"Isn't it, of life alone, there are too many people, to survive a single lady.",1,
2074,"Whatever I had written, all I have said is no, not me.",0,
2075,"No sleep, like I used to be in the day, I was tired, working, eating breakfast, staying in the kitchen all day, tired, falling asleep, then I started a boutique.",0,
2076,So he called that Seema is troubling me.,0,
2077,"So this is Uncle, he himself sat at the shop, so such a road",0,
2078,"From our house, Uncle started saying that Seema is calling Pushte, I said, because Gaurav's call came, Seema bothers.",0,
2079,"So he started saying this, why did I eat it, I am going back to Gujarat because of this, she is also doing the daughter coming to prepare for the ispater, she would now speak in the daughter, leave the boy and address No, he went to his house and now he is going to Gujarat, so telling the daughter for a long time that if she goes home, she is not ready to go, then I started saying why she will die, then I have to go again because of me. Give what you have to take, if you want to make your future well, then I will say that I will die - why will I die like this.",1,
2080,Then I complete my time.,0,
2081,"Yes, I am worried.",2,
2082,"There is no hunger or thirst, cupcakes remain in hand, there is no desire to bathe or wash.",1,
2083,"It just isn't happening, doesn't feel like it.",1,
2084,Why would I not?,0,
2085,"Yes, the local people are all right, there is no fight with anyone, there is no love for anyone.",2,
2086,"It's just like this, the workers, contractors who are working just took that money, did not go to work, his restlessness-like.",0,
2087,When your health is fine.,0,
2088,I will have a month.,0,
2089,"What should I think about myself, I am thinking that I should be fine.",0,
2090,I just keep thinking about doing everything.,0,
2091,About the house that the whole house is bad because of me.,0,
2092,"Everything is useless because of me, what will the daughter do, because of me the shop is also stalled, even the house is not able to be cleaned so much, educated children say that it is not her time, the daughter feels so much that old age Baba is who will wash their clothes but they don't wash their daughters, they keep them dirty more.",1,
2093,I am just thinking that I should be fine and do all this work.,0,
2094,"No, it was never like that.",0,
2095,"Good thoughts never come to anything, bad and bad things roam in his mind, it happened to him like this, how did he become like this, how did he become like this, how did he become like this, that's all it keeps on rotating.",1,
2096,"Yes, nothing good moves in the mind.",1,
2097,don't like anything,1,
2098,"Yes, hopefully why not.",0,
2099,"There is no strength in the body, do not stand",1,
2100,"There is no desire to work, I do not feel like lying down, I do not feel like working, I am not getting courage.",1,
2101,"I am telling you in the night, once I get sleep. Then at 3-4 o'clock my eyes open and then I cannot sleep.",1,
2102,Then I complete my time.,0,
2103,"There is no hunger or thirst, cupcakes remain in hand, there is no desire to bathe or wash.",1,
2104,"Yes, the local people are all right, there is no fight with anyone, there is no love for anyone.",2,
2105,"It's just like this, the workers, contractors who are working just took that money, did not go to work, his restlessness-like.",0,
2106,It was done like this for 8 -10 days.,0,
2107,Nobody felt good.,0,
2108,And Uncle was angry.,0,
2109,I used to stop in the middle.,0,
2110,"I will be fine after taking medicine, I will show it to the doctor.",2,
2111,Then there will be no disease.,0,
2112,Neither myself feel good nor does anyone else feel like I should be sleeping in the dark.,0,
2113,I just fall asleep as if with medicine.,0,
2114,"She will also be happy mummy, eat, take bath, I am bathing during the day.",0,
2115,"After 10 days, the daughter forcibly mixed.",0,
2116,Doesn't like work at all.,1,
2117,Daughter only does what has been done.,0,
2118,One day only the clothes are washed by the machine the day after day.,0,
2119,The daughter washed the rest in between,0,
2120,"Now I feel that how should I do the work, all you die, Uncle said that if I sit at the shop near me and see the shop, it is empty.",0,
2121,"Now this stuff is not because of me, let's look at me or else.",0,
2122,"Means there should be all the time thought, meaning it cannot remain empty.",0,
2123,"They start like normal nutras, but it happens that if they keep doing watts, then they become negative.",0,
2124,"Now actually like I sit to work or study, then concentration is very week then I can not do it, work for a long duration and obviously if you are not already working by doing concentration already then you mostly don't understand, If this routine is not done, then the more difficulty comes in studying me and the anxiety increases, the more it seems that nothing will be done in the future.",1,
2125,"Mostly pasimistic, but 60-40.",0,
2126,"Decreased, decreased appetite.",1,
2127,"I feel less hungry, first of all, I am fond of eating and drinking in the morning breakfast. I am eating right in the afternoon also, I am eating right at night also, since a month it is that I am eating less. Tell me that you have eaten only one roti since morning, and ate morning medicine.",1,
2128,"Yes, there is a pain in the head, as if I talk carefully, it becomes like a headache at once, remove man, this man is different.",1,
2129,"Yes it seems, I do not do sex, I am taking medicines, I do not feel good.",1,
2130,"Medicines like calcium medicines have been prescribed by the doctor, then weakness started coming inside the body.",2,
2131,"I am thinking about the future, I will leave this now and live with my wife now.",2,
2132,"Get the job there, and there.",0,
2133,"It is 25-30 kms away from here, 40 kms.",0,
2134,"Yes, I will have to do up-down, rent will cost more, now I look for a job there or do some work, I get rid of that job too.",0,
2135,So if both of them stay together then doubts will also end and that too will increase a little.,0,
2136,There is happiness and there is also sadness.,1,
2137,"Sometimes it is there all the time, and it also goes away.",0,
2138,"Yes, it is happening, sometimes attention gets diverted, attention gets diverted from work too.",1,
2139,Yes it goes wrong.,0,
2140,"After that I went to Bikaner, my father, he lives in the farm, so I felt that there is so much facility there, if there is no environment, then I will not be able to study, then I will go to my maternal uncle's house. Called in the middle, I also have a brother who was with me, so he called Mama and said that do not come to our house, you go straight to your house because you can come to Karnal from Delhi, then we had left the house, so the car Even if I could not return it, my cousin was there, he said that it does not matter, you should come to my house. I went to his house, then as he felt that he was at his house, he called my mother directly. By calling my mother, it means something like that your daughter is not in your bus, do not listen, sometimes you send here, sometimes you send it there and Sir Literally when my mother said this thing at that time, I felt a bit of a mental attack.",1,
2141,Atek sa sir means things seemed straightforward.,0,
2142,She doesn't want to talk to me now.,0,
2143,"The matter was Sir, I had gone home in Karona time, my college was also closed. It's a little open in January, so go here to take a class. Sometimes a child has come, otherwise we have to come in the same way.",0,
2144,This has happened for almost a week.,0,
2145,"Earlier it was fine, now the result of P, C came, then it could not be done in it.",0,
2146,Came in August or September and just a month ago.,0,
2147,"At that time, I had just a little fight with my roommate, otherwise it was not a major issue, but I made him a little more major.",2,
2148,How can children be like this?,0,
2149,"Meaning she used to talk abusively to everyone, even she used to abuse me too, used abusing language, then there were tests a couple of times, I came first in that, then her behavior changed. That after reading a little, it has come first, how did it mean that a little jellysy started typing.",2,
2150,"It was okay, the average was C.",0,
2151,"Yes, she had spread twice, while she used to study more than me.",0,
2152,"But I don't know, my marks were always good, I was very intelligent in studies from the beginning, so he used to have a lot of jelly, then he started fighting with me, a little like this, then a couple of times in front of the teacher He only misbehaved with me, just I felt bad about that thing, so I used to think about him that how can students be like this, because I have always been at home, I was never out, so went to hostel first time So it was very difficult to adjust with such a roommate, then I just used to go into overthinking.",1,
2153,"Near my brother-in-law, near Jethani.",0,
2154,"Yes, there is only one flat like there is only one flat but as such we do not mean to talk.",0,
2155,"Son, sometimes I speak occasionally but I am not able to talk.",0,
2156,"There is no support at all, that's just what he is doing to my son, that's it from the very beginning.",0,
2157,"It was their lot, but it was not the way that it will happen or it will not happen, so because of that it became theirs.",0,
2158,No not after marriage |,0,
2159,It all started after I had my son.,2,
2160,"They love each other very much, the three children love each other and live very well.",0,
2161,"Yes, if there is any issue, let us tell each other. Explain that don't let your mother cry. Even when I talk to him, he also starts crying. Papa used to make something or the other, sometimes he made chickpeas, just 2-3 days ago, he had made chickpeas and started crying that Papa used to make them bloom like this. So she also starts crying a lot.",1,
2162,": It's been 15, 16 years.",0,
2163,"Like my brother-in-law is over, isn't it?",0,
2164,"I was my brother, he always used to tell me that you are not accepting things, so at that time I used to feel sad that why no one is understanding me, it seemed that there is no meaning to anyone here. My maternal uncle's boys and girls also tried to get me out, told my mother what to do after studying it now and then I cut out from them.",2,
2165,"Sir, my mother and father have always obeyed me, I used to believe what I used to say but because of corona, I felt like I had lost their faith.",0,
2166,"She had gone there from Bikaner, did not do anything like that but the way my maternal uncle had said.",0,
2167,Sir Mama has said like this.,0,
2168,Meditation was engrossed in him for 24 hours.,0,
2169,I used to feel that there is nothing other than Ram alone.,0,
2170,"It felt like this because I did not consider this disease, sex weakness as a disease, and sat down as a fantasy.",0,
2171,This came automatically in my mind.,0,
2172,Now the desire to have sex again in life was awakened.,1,
2173,It must have been 2-3 years since these things.,0,
2174,"Yes, but it was normal before, not as much as it should be.",0,
2175,It's just over a month and a half.,0,
2176,"One, the irritability has become too much.",1,
2177,"No one obeys or does not feel like talking to anyone, work is not on time, and it is becoming very difficult to take a decision.",2,
2178,And he is in a memory.,0,
2179,Like being necessary from your work from work.,0,
2180,"Sleep comes normal, as if you start watching mobile or TV, at night, there is a time as if you are sleeping till 9-10 o'clock, after that someone wakes up or wakes up with some sound, then till late If it doesn't come, then the same thing has to be done tomorrow, it has to be done the day after tomorrow, it will be done like this, then it should be 2 o'clock in the morning, it should also be 1 o'clock.",0,
2181,No it doesn't seem so.,0,
2182,"Sleep, hunger, vomiting, restlessness, all these things.",1,
2183,"Weight was 74% earlier, now I don't know how much it is now.",0,
2184,Yes it would have happened less.,0,
2185,"Yes, I get restless at that time and have trouble sleeping again.",1,
2186,Hairdressing is fine.,0,
2187,"No, on the contrary - do not eat food directly.",1,
2188,"If it ever happened, it is a different matter, but it never happened like this.",0,
2189,"Yes, it remains like a delicious pan.",0,
2190,I don't feel like at home.,0,
2191,"What does ji do, go to my house, go to my sisters, I do not feel like in the house, my mind remains blown all day.",0,
2192,"Yes, children get angry when a man is a man, he has to tolerate children, he needs work, if his mother works, it is okay if the clothes are washed, food is prepared, then everything is fine when you do more work, you will get angry.",2,
2193,"More has happened now, it was fine than just two-and-a-half.",0,
2194,"For more than a month, the flurry became more and more, and it became more on one memory.",0,
2195,"Brother, what did you give to whom, what does the accounting mean, it seems that there is pressure on the mind right now.",0,
2196,"Yes, growing fast.",0,
2197,"Like I have to do some work, as I am sitting here now, so I think that what must be happening on that side of me, he has written the same, he says this, he must be saying this, he must be saying this, this Makes things more frustrating.",0,
2198,"No, as my work is going on, it is not like my painter is engaged there, so what must he be doing, the same has not reached him, what that party must be saying, these things remain more.",0,
2199,It started happening more now but it was a little earlier.,0,
2200,It must have been 2-3 years since these things.,0,
2201,"Yes, but it was normal before, not as much as it should be.",0,
2202,"Do not give time to your life because we have both age and attempt limit due to which more pressure is increasing, competition is increasing. If I am not able to do it within 1.2 years, then life will be wasted, for which I have spent all the time from graduation to O, P, G, then all the time will be wasted, then due to this reason a little more worry increases.",1,
2203,"Hopeless toh hai, hopeful to hai hi ke ho gaya hai, now this is what happens again and again when exams come when there is a competition.",1,
2204,"Yes sir. There is no career in P,H,D. Just you get written mill writing for a time, you get scholarship. We work well, but what will happen to our work, after that we will get a job somewhere.",2,
2205,He is a customer in the police.,0,
2206,"No, at the moment I have them. Its father was ill, which means that he stays here after last Diwali. Sometimes she goes to her mother's house.",0,
2207,"I had 5 brothers, my eldest was only.",0,
2208,He is the youngest in a policeman.,0,
2209,"Yes, nowadays it seems that remove them.",0,
2210,The plant from which someone used to give me 20 thousand rupees is useless nowadays.,0,
2211,"It is only here that my child is outside, I should talk to it but there is no enthusiasm inside me that I am happy to talk to the child.",0,
2212,I was taking equal amount but now I have left for one and a half months.,0,
2213,"Yes, earlier it used to be small and small.",0,
2214,"Sir the problem was like this, just got into more problems.",0,
2215,"Medicines like calcium medicines have been prescribed by the doctor, then weakness started coming inside the body.",2,
2216,"No, not about that.",0,
2217,"They do, they say that either by showing it or taking medicine from someone here.",0,
2218,I'll talk to a friend.,0,
2219,"I pray, I salute, and I inquire.",0,
2220,There was a feeling of panic in the heart.,1,
2221,"I said man my mind is cold. Nor is he working like lethargy, he keeps lying on his own, shows someone, what is the problem, why can't sleep, how long will he keep eating pills, in reality, this one The cure is, he should get the treatment done, if it is done right then sleep will also come automatically, the body will become fit at once.",1,
2222,You told that it had any effect on your work too.,0,
2223,"I also told my mother in between that I am not feeling well, my mother tries a lot to understand, but then my mother says how can it be that you are taking medicine, yet what has happened? Meaning, why can't I do it with you, you can, she keeps on explaining to me all the time.",2,
2224,"Meaning I want that I should be relaxed like normal people, all the time there is no overthinking in my mind, and I can read, focus on studies.",1,
2225,"Yes, it means that I can study by being stable in studies, I mean very quickly that I do not have to sleep, no I will not, I do not sleep, it happens like this the whole day.",0,
2226,"Means I do not have interest in studies at all, just 2 months ago I was studying with great interest.",0,
2227,I studied very well my whole syllabus,0,
2228,Absolutely.,0,
2229,"I am doing it, right now there is a gymkhana club in Delhi in it.",0,
2230,"Sleep does not come as properly as it used to come before, at first I used to sleep like a dead man, is it not?",1,
2231,I used to sleep like this.,0,
2232,"Yes, now I am disturbed, I will not be able to sleep even on the slightest thing.",1,
2233,"There is no sleep in the morning, it opens in the middle.",1,
2234,"Yes, I am going, I am coming, I have to do it, I have to do it.",0,
2235,"There is no problem, I am going, there was a fight yesterday also.",0,
2236,"Yes, I feel like doing it.",0,
2237,"No work is small, if you don't get big then you will have to do small, the previous job, if you are not getting that type of job then what should I do.",0,
2238,"A little work has increased in the night, now the cases have become more.",0,
2239,I stay in the night also I stay in the morning also.,1,
2240,"If you do shift, sometimes you will do more, sometimes you will reduce it.",0,
2241,It is 8 to 2 in the morning.,0,
2242,"Yes, they live everyday, no, there are holidays in between.",0,
2243,"Yes, there are many more.",0,
2244,"No, my seniors are there.",0,
2245,There are still 6 years left.,0,
2246,"No, because of that, there is no problem.",0,
2247,Yes you can.,0,
2248,I live like that.,0,
2249,Yes I do.,0,
2250,I'm very thank you Fool to R.M.L and Dr. Beniwal gave me a chance and I will try my best and I hope my problem gets resolved as soon as possible.,0,
2251,"Yes, my name is Goru Pirikhi, I live in Rani Bagh in Delhi. I Belong From Punjabi Family I Am Graduate I Have Diploma In Tourism And As An Operation Manager In A Private Company In Tourism Field Since 2011. Which is a Hyderabad best company and before that I have South Travel New Delhi Best Se company before 2011, I have also worked as Touriscot Group Manager and after date from 2011.",0,
2252,Yes he knows no mater.,0,
2253,About this problem itself dozen care.,0,
2254,Millions of crores of jobs were lost in the whole fall.,0,
2255,"Sir, I had some savings of my own which was also what I earned in the last job. I also get financial help from my father.",0,
2256,Sir I am a 32 year old.,0,
2257,"I am ashamed to ask but I am lucky that my father understands that if my son is not working for one year, that means for 10 months, then he himself asks me.",0,
2258,"Yes, I was never fired from the company because of covid, our field of travel tourism was completely over, so because of this the company did not have an import.",0,
2259,Earlier sir used to go 8 to 10 hours in study.,0,
2260,"Then used to study, went to the library, had joined the library and always used to go to it.",0,
2261,That's where he studied.,0,
2262,"Sir, not even for 1-2 hours now, nothing is happening now. I have not been able to study ever since this incident happened. Concentration is not happening.",2,
2263,"Sir, not even for 1-2 hours now, nothing is happening now. I have not been able to study ever since this incident happened. Concentration is not happening.",2,
2264,breaks in the middle.,2,
